product_id,old_product_name,new_product_name
HYDERABAD_HUL_BEVERAGES,HUL Beverages (Hyderabad),Pepsi Cola Soft Drink 2.25L
HYDERABAD_HUL_DAIRY,HUL Dairy (Hyderabad),Amul Gold Full Cream Milk 1L
HYDERABAD_HUL_FRUITS,HUL Fruits (Hyderabad),Real Litchi Juice 1L
HYDERABAD_HUL_GROCERY,HUL Grocery (Hyderabad),Tata Sampann Turmeric 200g
HYDERABAD_HUL_HOME_CARE,HUL Home Care (Hyderabad),Surf Excel Easy Wash Detergent 1kg
HYDERABAD_HUL_PERSONAL_CARE,HUL Personal Care (Hyderabad),Fair & Lovely Advanced Multi Vitamin 50g
HYDERABAD_HUL_SNACKS,HUL Snacks (Hyderabad),Lay's American Style Cream & Onion 50g
HYDERABAD_HUL_VEGETABLES,HUL Vegetables (Hyderabad),Fresho Lady Finger 500g
HYDERABAD_ITC_BEVERAGES,ITC Beverages (Hyderabad),B Natural Litchi 1L
HYDERABAD_ITC_DAIRY,ITC Dairy (Hyderabad),Amul Masti Dahi 400g
HYDERABAD_ITC_FRUITS,ITC Fruits (Hyderabad),Real Mixed Fruit Juice 1L
HYDERABAD_ITC_GROCERY,ITC Grocery (Hyderabad),Aashirvaad Salt 1kg
HYDERABAD_ITC_HOME_CARE,ITC Home Care (Hyderabad),Domex Toilet Cleaner 500ml
HYDERABAD_ITC_PERSONAL_CARE,ITC Personal Care (Hyderabad),Fiama Di Wills Gel Bar 115g
HYDERABAD_ITC_SNACKS,ITC Snacks (Hyderabad),Sunfeast Bounce Chocolate 100g
HYDERABAD_ITC_VEGETABLES,ITC Vegetables (Hyderabad),Fresho Capsicum 500g
HYDERABAD_NESTLE_BEVERAGES,Nestle Beverages (Hyderabad),Nescafé Sunrise 50g
HYDERABAD_NESTLE_DAIRY,Nestle Dairy (Hyderabad),Nestle Everyday Ghee 1L
HYDERABAD_NESTLE_FRUITS,Nestle Fruits (Hyderabad),Real Orange Juice 1L
HYDERABAD_NESTLE_GROCERY,Nestle Grocery (Hyderabad),Maggi Pazzta Masala Penne 65g
HYDERABAD_NESTLE_HOME_CARE,Nestle Home Care (Hyderabad),Domex Toilet Cleaner 500ml
HYDERABAD_NESTLE_PERSONAL_CARE,Nestle Personal Care (Hyderabad),Lifebuoy Total 10 Soap 100g
HYDERABAD_NESTLE_SNACKS,Nestle Snacks (Hyderabad),Maggi Fusian Bangkok Sweet Chilli 73g
HYDERABAD_NESTLE_VEGETABLES,Nestle Vegetables (Hyderabad),Fresho Cauliflower 1pc
HYDERABAD_PARLE_BEVERAGES,Parle Beverages (Hyderabad),Frooti Mango Drink 2L
HYDERABAD_PARLE_DAIRY,Parle Dairy (Hyderabad),Amul Cheese Slices 200g
HYDERABAD_PARLE_FRUITS,Parle Fruits (Hyderabad),Real Mango Juice 1L
HYDERABAD_PARLE_GROCERY,Parle Grocery (Hyderabad),Tata Sampann Urad Dal 1kg
HYDERABAD_PARLE_HOME_CARE,Parle Home Care (Hyderabad),Surf Excel Easy Wash Detergent 1kg
HYDERABAD_PARLE_PERSONAL_CARE,Parle Personal Care (Hyderabad),Dove Cream Beauty Bathing Bar 100g
HYDERABAD_PARLE_SNACKS,Parle Snacks (Hyderabad),Parle Hide & Seek Chocolate Chip Cookies 120g
HYDERABAD_PARLE_VEGETABLES,Parle Vegetables (Hyderabad),Fresho Capsicum 500g
HYDERABAD_PEPSICO_BEVERAGES,PepsiCo Beverages (Hyderabad),Mountain Dew Soft Drink 750ml
HYDERABAD_PEPSICO_DAIRY,PepsiCo Dairy (Hyderabad),Amul Cheese Slices 200g
HYDERABAD_PEPSICO_FRUITS,PepsiCo Fruits (Hyderabad),Real Orange Juice 1L
HYDERABAD_PEPSICO_GROCERY,PepsiCo Grocery (Hyderabad),Tata Salt Lite 1kg
HYDERABAD_PEPSICO_HOME_CARE,PepsiCo Home Care (Hyderabad),Vim Dishwash Liquid 500ml
HYDERABAD_PEPSICO_PERSONAL_CARE,PepsiCo Personal Care (Hyderabad),Pepsodent Germi Check Toothpaste 150g
HYDERABAD_PEPSICO_SNACKS,PepsiCo Snacks (Hyderabad),Lay's Spanish Tomato Tango 50g
HYDERABAD_PEPSICO_VEGETABLES,PepsiCo Vegetables (Hyderabad),Fresho Cabbage 1pc
HYDERABAD_TATA_BEVERAGES,Tata Beverages (Hyderabad),Tata Coffee Grand 50g
HYDERABAD_TATA_DAIRY,Tata Dairy (Hyderabad),Amul Gold Full Cream Milk 1L
HYDERABAD_TATA_FRUITS,Tata Fruits (Hyderabad),Real Mixed Fruit Juice 1L
HYDERABAD_TATA_GROCERY,Tata Grocery (Hyderabad),Tata Sampann Turmeric 200g
HYDERABAD_TATA_HOME_CARE,Tata Home Care (Hyderabad),Surf Excel Easy Wash Detergent 1kg
HYDERABAD_TATA_PERSONAL_CARE,Tata Personal Care (Hyderabad),Fair & Lovely Advanced Multi Vitamin 50g
HYDERABAD_TATA_SNACKS,Tata Snacks (Hyderabad),Kurkure Chilli Chatka 90g
HYDERABAD_TATA_VEGETABLES,Tata Vegetables (Hyderabad),Tata Sampann High Protein Kala Chana 1kg
KOLKATA_AMUL_BEVERAGES,Amul Beverages (Kolkata),Amul Lassi 250ml
KOLKATA_AMUL_DAIRY,Amul Dairy (Kolkata),Amul Taaza Toned Milk 1L
KOLKATA_AMUL_FRUITS,Amul Fruits (Kolkata),Real Pomegranate Juice 1L
KOLKATA_AMUL_GROCERY,Amul Grocery (Kolkata),Tata Sampann Turmeric 200g
KOLKATA_AMUL_HOME_CARE,Amul Home Care (Kolkata),Surf Excel Easy Wash Detergent 1kg
KOLKATA_AMUL_PERSONAL_CARE,Amul Personal Care (Kolkata),Lifebuoy Total 10 Soap 100g
KOLKATA_AMUL_SNACKS,Amul Snacks (Kolkata),Lay's American Style Cream & Onion 50g
KOLKATA_AMUL_VEGETABLES,Amul Vegetables (Kolkata),Fresho Cauliflower 1pc
KOLKATA_BRITANNIA_BEVERAGES,Britannia Beverages (Kolkata),Slice Mango Drink 600ml
KOLKATA_BRITANNIA_DAIRY,Britannia Dairy (Kolkata),Britannia Winkin Cow Shake 200ml
KOLKATA_BRITANNIA_FRUITS,Britannia Fruits (Kolkata),Real Mango Juice 1L
KOLKATA_BRITANNIA_GROCERY,Britannia Grocery (Kolkata),Tata Sampann Besan 500g
KOLKATA_BRITANNIA_HOME_CARE,Britannia Home Care (Kolkata),Domex Toilet Cleaner 500ml
KOLKATA_BRITANNIA_PERSONAL_CARE,Britannia Personal Care (Kolkata),Fair & Lovely Advanced Multi Vitamin 50g
KOLKATA_BRITANNIA_SNACKS,Britannia Snacks (Kolkata),Britannia NutriChoice Digestive Biscuits 250g
KOLKATA_BRITANNIA_VEGETABLES,Britannia Vegetables (Kolkata),Fresho Tomato 1kg
KOLKATA_HUL_BEVERAGES,HUL Beverages (Kolkata),Slice Mango Drink 600ml
KOLKATA_HUL_DAIRY,HUL Dairy (Kolkata),Amul Butter Pasteurised 500g
KOLKATA_HUL_FRUITS,HUL Fruits (Kolkata),Real Pineapple Juice 1L
KOLKATA_HUL_GROCERY,HUL Grocery (Kolkata),Tata Sampann Toor Dal 1kg
KOLKATA_HUL_HOME_CARE,HUL Home Care (Kolkata),Surf Excel Matic Front Load 1kg
KOLKATA_HUL_PERSONAL_CARE,HUL Personal Care (Kolkata),Sunsilk Stunning Black Shine Shampoo 340ml
KOLKATA_HUL_SNACKS,HUL Snacks (Kolkata),Lay's Classic Salted 50g
KOLKATA_HUL_VEGETABLES,HUL Vegetables (Kolkata),Fresho Tomato 1kg
KOLKATA_ITC_BEVERAGES,ITC Beverages (Kolkata),B Natural Mixed Fruit 1L
KOLKATA_ITC_DAIRY,ITC Dairy (Kolkata),Amul Ghee 1L
KOLKATA_ITC_FRUITS,ITC Fruits (Kolkata),Real Mixed Fruit Juice 1L
KOLKATA_ITC_GROCERY,ITC Grocery (Kolkata),Aashirvaad Multigrain Atta 5kg
KOLKATA_ITC_HOME_CARE,ITC Home Care (Kolkata),Rin Detergent Powder 1kg
KOLKATA_ITC_PERSONAL_CARE,ITC Personal Care (Kolkata),Savlon Handwash 200ml
KOLKATA_ITC_SNACKS,ITC Snacks (Kolkata),Bingo Tedhe Medhe 90g
KOLKATA_ITC_VEGETABLES,ITC Vegetables (Kolkata),Fresho Onion 1kg
KOLKATA_NESTLE_BEVERAGES,Nestle Beverages (Kolkata),Nescafé Gold 50g
KOLKATA_NESTLE_DAIRY,Nestle Dairy (Kolkata),Nestle a+ Curd 400g
KOLKATA_NESTLE_FRUITS,Nestle Fruits (Kolkata),Real Litchi Juice 1L
KOLKATA_NESTLE_GROCERY,Nestle Grocery (Kolkata),Maggi 2-Minute Masala Noodles 70g
KOLKATA_NESTLE_HOME_CARE,Nestle Home Care (Kolkata),Comfort Fabric Conditioner 860ml
KOLKATA_NESTLE_PERSONAL_CARE,Nestle Personal Care (Kolkata),Pepsodent Germi Check Toothpaste 150g
KOLKATA_NESTLE_SNACKS,Nestle Snacks (Kolkata),Maggi Fusian Hong Kong Spicy Garlic 73g
KOLKATA_NESTLE_VEGETABLES,Nestle Vegetables (Kolkata),Fresho Carrot 500g
KOLKATA_PARLE_BEVERAGES,Parle Beverages (Kolkata),B-Fizz 250ml
KOLKATA_PARLE_DAIRY,Parle Dairy (Kolkata),Amul Masti Dahi 400g
KOLKATA_PARLE_FRUITS,Parle Fruits (Kolkata),Real Guava Juice 1L
KOLKATA_PARLE_GROCERY,Parle Grocery (Kolkata),Tata Salt Iodised Salt 1kg
KOLKATA_PARLE_HOME_CARE,Parle Home Care (Kolkata),Domex Toilet Cleaner 500ml
KOLKATA_PARLE_PERSONAL_CARE,Parle Personal Care (Kolkata),Pond's White Beauty Face Wash 100g
KOLKATA_PARLE_SNACKS,Parle Snacks (Kolkata),Parle Milano Chocolate Chip Cookies 75g
KOLKATA_PARLE_VEGETABLES,Parle Vegetables (Kolkata),Fresho Lady Finger 500g
KOLKATA_PEPSICO_BEVERAGES,PepsiCo Beverages (Kolkata),Mirinda Orange 750ml
KOLKATA_PEPSICO_DAIRY,PepsiCo Dairy (Kolkata),Amul Masti Dahi 400g
KOLKATA_PEPSICO_FRUITS,PepsiCo Fruits (Kolkata),Real Orange Juice 1L
KOLKATA_PEPSICO_GROCERY,PepsiCo Grocery (Kolkata),Tata Salt Lite 1kg
KOLKATA_PEPSICO_HOME_CARE,PepsiCo Home Care (Kolkata),Vim Dishwash Liquid 500ml
KOLKATA_PEPSICO_PERSONAL_CARE,PepsiCo Personal Care (Kolkata),Dove Cream Beauty Bathing Bar 100g
KOLKATA_PEPSICO_SNACKS,PepsiCo Snacks (Kolkata),Kurkure Chilli Chatka 90g
KOLKATA_PEPSICO_VEGETABLES,PepsiCo Vegetables (Kolkata),Fresho Tomato 1kg
KOLKATA_TATA_BEVERAGES,Tata Beverages (Kolkata),Tata Copper Water 1L
KOLKATA_TATA_DAIRY,Tata Dairy (Kolkata),Amul Gold Full Cream Milk 1L
KOLKATA_TATA_FRUITS,Tata Fruits (Kolkata),Real Pomegranate Juice 1L
KOLKATA_TATA_GROCERY,Tata Grocery (Kolkata),Tata Salt Lite 1kg
KOLKATA_TATA_HOME_CARE,Tata Home Care (Kolkata),Comfort Fabric Conditioner 860ml
KOLKATA_TATA_PERSONAL_CARE,Tata Personal Care (Kolkata),Sunsilk Stunning Black Shine Shampoo 340ml
KOLKATA_TATA_SNACKS,Tata Snacks (Kolkata),Kurkure Puffcorn Yummy Cheese 55g
KOLKATA_TATA_VEGETABLES,Tata Vegetables (Kolkata),Tata Sampann High Protein Urad Dal 1kg
MUMBAI_AMUL_BEVERAGES,Amul Beverages (Mumbai),Amul Kool Kesar 200ml
MUMBAI_AMUL_DAIRY,Amul Dairy (Mumbai),Amul Paneer 200g
MUMBAI_AMUL_FRUITS,Amul Fruits (Mumbai),Real Orange Juice 1L
MUMBAI_AMUL_GROCERY,Amul Grocery (Mumbai),Tata Sampann Chana Dal 1kg
MUMBAI_AMUL_HOME_CARE,Amul Home Care (Mumbai),Surf Excel Matic Top Load 1kg
MUMBAI_AMUL_PERSONAL_CARE,Amul Personal Care (Mumbai),Pepsodent Germi Check Toothpaste 150g
MUMBAI_AMUL_SNACKS,Amul Snacks (Mumbai),Kurkure Chilli Chatka 90g
MUMBAI_AMUL_VEGETABLES,Amul Vegetables (Mumbai),Fresho Cabbage 1pc
MUMBAI_BRITANNIA_BEVERAGES,Britannia Beverages (Mumbai),7UP Soft Drink 750ml
MUMBAI_BRITANNIA_DAIRY,Britannia Dairy (Mumbai),Britannia Cheese Slices 200g
MUMBAI_BRITANNIA_FRUITS,Britannia Fruits (Mumbai),Real Orange Juice 1L
MUMBAI_BRITANNIA_GROCERY,Britannia Grocery (Mumbai),Tata Sampann Toor Dal 1kg
MUMBAI_BRITANNIA_HOME_CARE,Britannia Home Care (Mumbai),Surf Excel Easy Wash Detergent 1kg
MUMBAI_BRITANNIA_PERSONAL_CARE,Britannia Personal Care (Mumbai),Clinic Plus Strong & Long Shampoo 340ml
MUMBAI_BRITANNIA_SNACKS,Britannia Snacks (Mumbai),Britannia Treat Jim Jam 100g
MUMBAI_BRITANNIA_VEGETABLES,Britannia Vegetables (Mumbai),Fresho Onion 1kg
MUMBAI_HUL_BEVERAGES,HUL Beverages (Mumbai),Slice Mango Drink 600ml
MUMBAI_HUL_DAIRY,HUL Dairy (Mumbai),Amul Ghee 1L
MUMBAI_HUL_FRUITS,HUL Fruits (Mumbai),Real Litchi Juice 1L
MUMBAI_HUL_GROCERY,HUL Grocery (Mumbai),Tata Sampann Toor Dal 1kg
MUMBAI_HUL_HOME_CARE,HUL Home Care (Mumbai),Domex Toilet Cleaner 500ml
MUMBAI_HUL_PERSONAL_CARE,HUL Personal Care (Mumbai),Fair & Lovely Advanced Multi Vitamin 50g
MUMBAI_HUL_SNACKS,HUL Snacks (Mumbai),Lay's Spanish Tomato Tango 50g
MUMBAI_HUL_VEGETABLES,HUL Vegetables (Mumbai),Fresho Onion 1kg
MUMBAI_ITC_BEVERAGES,ITC Beverages (Mumbai),B Natural Orange 1L
MUMBAI_ITC_DAIRY,ITC Dairy (Mumbai),Amul Gold Full Cream Milk 1L
MUMBAI_ITC_FRUITS,ITC Fruits (Mumbai),Real Pineapple Juice 1L
MUMBAI_ITC_GROCERY,ITC Grocery (Mumbai),Aashirvaad Svasti Ghee 1L
MUMBAI_ITC_HOME_CARE,ITC Home Care (Mumbai),Surf Excel Matic Top Load 1kg
MUMBAI_ITC_PERSONAL_CARE,ITC Personal Care (Mumbai),Engage Pocket Perfume 18ml
MUMBAI_ITC_SNACKS,ITC Snacks (Mumbai),Sunfeast Dark Fantasy Choco Fills 300g
MUMBAI_ITC_VEGETABLES,ITC Vegetables (Mumbai),Fresho Potato 1kg
MUMBAI_NESTLE_BEVERAGES,Nestle Beverages (Mumbai),Nescafé Cold Coffee 180ml
MUMBAI_NESTLE_DAIRY,Nestle Dairy (Mumbai),Nestle a+ Mishti Doi 400g
MUMBAI_NESTLE_FRUITS,Nestle Fruits (Mumbai),Real Mixed Fruit Juice 1L
MUMBAI_NESTLE_GROCERY,Nestle Grocery (Mumbai),Maggi 2-Minute Masala Noodles 280g
MUMBAI_NESTLE_HOME_CARE,Nestle Home Care (Mumbai),Domex Toilet Cleaner 500ml
MUMBAI_NESTLE_PERSONAL_CARE,Nestle Personal Care (Mumbai),Lux Soft Touch Soap 100g
MUMBAI_NESTLE_SNACKS,Nestle Snacks (Mumbai),Maggi Nutri-licious Oats Noodles 300g
MUMBAI_NESTLE_VEGETABLES,Nestle Vegetables (Mumbai),Fresho Potato 1kg
MUMBAI_PARLE_BEVERAGES,Parle Beverages (Mumbai),Appy Fizz 600ml
MUMBAI_PARLE_DAIRY,Parle Dairy (Mumbai),Amul Paneer 200g
MUMBAI_PARLE_FRUITS,Parle Fruits (Mumbai),Real Litchi Juice 1L
MUMBAI_PARLE_GROCERY,Parle Grocery (Mumbai),Tata Sampann Toor Dal 1kg
MUMBAI_PARLE_HOME_CARE,Parle Home Care (Mumbai),Vim Dishwash Bar 200g
MUMBAI_PARLE_PERSONAL_CARE,Parle Personal Care (Mumbai),Clinic Plus Strong & Long Shampoo 340ml
MUMBAI_PARLE_SNACKS,Parle Snacks (Mumbai),Parle Magix Chocolate Creams 100g
MUMBAI_PARLE_VEGETABLES,Parle Vegetables (Mumbai),Fresho Cabbage 1pc
MUMBAI_PEPSICO_BEVERAGES,PepsiCo Beverages (Mumbai),7UP Soft Drink 750ml
MUMBAI_PEPSICO_DAIRY,PepsiCo Dairy (Mumbai),Amul Taaza Toned Milk 1L
MUMBAI_PEPSICO_FRUITS,PepsiCo Fruits (Mumbai),Real Mixed Fruit Juice 1L
MUMBAI_PEPSICO_GROCERY,PepsiCo Grocery (Mumbai),Tata Salt Iodised Salt 1kg
MUMBAI_PEPSICO_HOME_CARE,PepsiCo Home Care (Mumbai),Vim Dishwash Bar 200g
MUMBAI_PEPSICO_PERSONAL_CARE,PepsiCo Personal Care (Mumbai),Pepsodent Germi Check Toothpaste 150g
MUMBAI_PEPSICO_SNACKS,PepsiCo Snacks (Mumbai),Lay's Classic Salted 50g
MUMBAI_PEPSICO_VEGETABLES,PepsiCo Vegetables (Mumbai),Fresho Cabbage 1pc
MUMBAI_TATA_BEVERAGES,Tata Beverages (Mumbai),Tata Tea Gold 250g
MUMBAI_TATA_DAIRY,Tata Dairy (Mumbai),Amul Fresh Cream 250ml
MUMBAI_TATA_FRUITS,Tata Fruits (Mumbai),Real Pomegranate Juice 1L
MUMBAI_TATA_GROCERY,Tata Grocery (Mumbai),Tata Salt Iodised Salt 1kg
MUMBAI_TATA_HOME_CARE,Tata Home Care (Mumbai),Surf Excel Matic Front Load 1kg
MUMBAI_TATA_PERSONAL_CARE,Tata Personal Care (Mumbai),Sunsilk Stunning Black Shine Shampoo 340ml
MUMBAI_TATA_SNACKS,Tata Snacks (Mumbai),Kurkure Solid Masti 90g
MUMBAI_TATA_VEGETABLES,Tata Vegetables (Mumbai),Tata Sampann High Protein Moong Dal 1kg
PUNE_AMUL_BEVERAGES,Amul Beverages (Pune),Amul Masti Buttermilk 200ml
PUNE_AMUL_DAIRY,Amul Dairy (Pune),Amul Cheese Slices 200g
PUNE_AMUL_FRUITS,Amul Fruits (Pune),Real Guava Juice 1L
PUNE_AMUL_GROCERY,Amul Grocery (Pune),Tata Salt Lite 1kg
PUNE_AMUL_HOME_CARE,Amul Home Care (Pune),Comfort Fabric Conditioner 860ml
PUNE_AMUL_PERSONAL_CARE,Amul Personal Care (Pune),Lifebuoy Total 10 Soap 100g
PUNE_AMUL_SNACKS,Amul Snacks (Pune),Kurkure Solid Masti 90g
PUNE_AMUL_VEGETABLES,Amul Vegetables (Pune),Fresho Cauliflower 1pc
PUNE_BRITANNIA_BEVERAGES,Britannia Beverages (Pune),Pepsi Cola Soft Drink 1.25L
PUNE_BRITANNIA_DAIRY,Britannia Dairy (Pune),Britannia Cow Ghee 1L
PUNE_BRITANNIA_FRUITS,Britannia Fruits (Pune),Real Pomegranate Juice 1L
PUNE_BRITANNIA_GROCERY,Britannia Grocery (Pune),Tata Sampann Moong Dal 1kg
PUNE_BRITANNIA_HOME_CARE,Britannia Home Care (Pune),Comfort Fabric Conditioner 860ml
PUNE_BRITANNIA_PERSONAL_CARE,Britannia Personal Care (Pune),Fair & Lovely Advanced Multi Vitamin 50g
PUNE_BRITANNIA_SNACKS,Britannia Snacks (Pune),Britannia Bourbon Chocolate Creams 150g
PUNE_BRITANNIA_VEGETABLES,Britannia Vegetables (Pune),Fresho Onion 1kg
PUNE_HUL_BEVERAGES,HUL Beverages (Pune),7UP Soft Drink 750ml
PUNE_HUL_DAIRY,HUL Dairy (Pune),Amul Masti Dahi 400g
PUNE_HUL_FRUITS,HUL Fruits (Pune),Real Apple Juice 1L
PUNE_HUL_GROCERY,HUL Grocery (Pune),Tata Sampann Turmeric 200g
PUNE_HUL_HOME_CARE,HUL Home Care (Pune),Surf Excel Matic Top Load 1kg
PUNE_HUL_PERSONAL_CARE,HUL Personal Care (Pune),Pond's White Beauty Face Wash 100g
PUNE_HUL_SNACKS,HUL Snacks (Pune),Kurkure Puffcorn Yummy Cheese 55g
PUNE_HUL_VEGETABLES,HUL Vegetables (Pune),Fresho Capsicum 500g
PUNE_ITC_BEVERAGES,ITC Beverages (Pune),B Natural Apple 1L
PUNE_ITC_DAIRY,ITC Dairy (Pune),Amul Butter Pasteurised 500g
PUNE_ITC_FRUITS,ITC Fruits (Pune),Real Mango Juice 1L
PUNE_ITC_GROCERY,ITC Grocery (Pune),Aashirvaad Chilli Powder 200g
PUNE_ITC_HOME_CARE,ITC Home Care (Pune),Comfort Fabric Conditioner 860ml
PUNE_ITC_PERSONAL_CARE,ITC Personal Care (Pune),Savlon Antiseptic Liquid 500ml
PUNE_ITC_SNACKS,ITC Snacks (Pune),Bingo Potato Chips Salted 50g
PUNE_ITC_VEGETABLES,ITC Vegetables (Pune),Fresho Potato 1kg
PUNE_NESTLE_BEVERAGES,Nestle Beverages (Pune),Nescafé Classic Coffee 50g
PUNE_NESTLE_DAIRY,Nestle Dairy (Pune),Nestle Milkmaid 200g
PUNE_NESTLE_FRUITS,Nestle Fruits (Pune),Real Pomegranate Juice 1L
PUNE_NESTLE_GROCERY,Nestle Grocery (Pune),Maggi Pazzta Cheese Macaroni 70g
PUNE_NESTLE_HOME_CARE,Nestle Home Care (Pune),Comfort Fabric Conditioner 860ml
PUNE_NESTLE_PERSONAL_CARE,Nestle Personal Care (Pune),Pepsodent Germi Check Toothpaste 150g
PUNE_NESTLE_SNACKS,Nestle Snacks (Pune),Maggi 2-Minute Masala Noodles 280g
PUNE_NESTLE_VEGETABLES,Nestle Vegetables (Pune),Fresho Carrot 500g
PUNE_PARLE_BEVERAGES,Parle Beverages (Pune),Appy Fizz 1L
PUNE_PARLE_DAIRY,Parle Dairy (Pune),Amul Taaza Toned Milk 1L
PUNE_PARLE_FRUITS,Parle Fruits (Pune),Real Guava Juice 1L
PUNE_PARLE_GROCERY,Parle Grocery (Pune),Tata Sampann Chana Dal 1kg
PUNE_PARLE_HOME_CARE,Parle Home Care (Pune),Rin Detergent Powder 1kg
PUNE_PARLE_PERSONAL_CARE,Parle Personal Care (Pune),Pepsodent Germi Check Toothpaste 150g
PUNE_PARLE_SNACKS,Parle Snacks (Pune),Parle Monaco Classic Regular 75g
PUNE_PARLE_VEGETABLES,Parle Vegetables (Pune),Fresho Tomato 1kg
PUNE_PEPSICO_BEVERAGES,PepsiCo Beverages (Pune),Pepsi Cola Soft Drink 750ml
PUNE_PEPSICO_DAIRY,PepsiCo Dairy (Pune),Amul Ghee 1L
PUNE_PEPSICO_FRUITS,PepsiCo Fruits (Pune),Real Litchi Juice 1L
PUNE_PEPSICO_GROCERY,PepsiCo Grocery (Pune),Tata Sampann Besan 500g
PUNE_PEPSICO_HOME_CARE,PepsiCo Home Care (Pune),Vim Dishwash Bar 200g
PUNE_PEPSICO_PERSONAL_CARE,PepsiCo Personal Care (Pune),Fair & Lovely Advanced Multi Vitamin 50g
PUNE_PEPSICO_SNACKS,PepsiCo Snacks (Pune),Kurkure Masala Munch 90g
PUNE_PEPSICO_VEGETABLES,PepsiCo Vegetables (Pune),Fresho Potato 1kg
PUNE_TATA_BEVERAGES,Tata Beverages (Pune),Tata Tea Premium 250g
PUNE_TATA_DAIRY,Tata Dairy (Pune),Amul Masti Dahi 400g
PUNE_TATA_FRUITS,Tata Fruits (Pune),Real Pomegranate Juice 1L
PUNE_TATA_GROCERY,Tata Grocery (Pune),Tata Sampann Moong Dal 1kg
PUNE_TATA_HOME_CARE,Tata Home Care (Pune),Surf Excel Matic Front Load 1kg
PUNE_TATA_PERSONAL_CARE,Tata Personal Care (Pune),Dove Cream Beauty Bathing Bar 100g
PUNE_TATA_SNACKS,Tata Snacks (Pune),Kurkure Solid Masti 90g
PUNE_TATA_VEGETABLES,Tata Vegetables (Pune),Tata Sampann High Protein Rajma 1kg
